file_path;sentence;hf_transcription;hf_time;ass_transcription;ass_time;spm_transcription;spm_time;el_transcription;el_time;hf_WER;ass_WER;el_WER;spm_WER;hf_time_binned;el_time_binned;ass_time_binned;spm_time_binned
mp3_batch_0/common_voice_pl_20608886.mp3;odmy w prawym płucu doc;odmę w prawym półcu dot;0.7258152590000009;odmy w prawym płucu dot;3.4421033109999826;odmy w prawym płucu dot;10.288622867999948;odmy w prawym płucu doc;0.6882559630000742;0.6;0.2;0.0;0.2;0;0;3;>5
mp3_batch_0/common_voice_pl_38708051.mp3;głosowałam za przyjęciem programu przewidującego przyznawanie pomocy finansowej na projekty w dziedzinie energetyki;głosowałem za przyjęciem programu przewodującego przyznawanie pomocy finansowej na projekty w dziedzinie energetyki;0.8961507020001136;głosowałem za przyjęciem programu przewodującego przyznawanie pomocy finansowej na projekty w dziedzinie energetyki;3.449848944999985;głosowałem za przyjęciem programu przewidującego przyznawanie pomocy finansowej na projekty w dziedzinie energetyki;10.281439714000044;głosowałem za przyjęciem programu przewidującego przyznawanie pomocy finansowej na projekty w dziedzinie energetyki;1.2475105930000154;0.15384615384615385;0.15384615384615385;0.07692307692307693;0.07692307692307693;0;1;3;>5
mp3_batch_0/common_voice_pl_23816321.mp3;nie wziąłem biletów może pan ma notatnik z ołówkiem panie wokulski;nie wziąłem biletów może pan ma notatnik z ołówkiem panie wokulski;0.8500365120000879;nie wziąłem biletów może pan ma notatnik z ołówkiem panie wokulski;3.5185024970000995;nie wziąłem biletów może pan ma notatnik z ołówkiem panie wokulski;15.278616722999686;nie wziąłem biletów może pan ma notatnik z ołówkiem panie wokulski;0.919198736999988;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20610966.mp3;przeszło minęło  myślmy o chwili obecnej;przypomnijmy myślmy o chvíli obecnej;11.00403927700006;przyspomnę wam myślimy o chwili obecnej;3.8460808000000952;przeszło minęło myślimy o chwili obecnej;10.52761604599982;przeszło minęło myślę o chwili obecnej;0.755405840000094;0.5;0.5;0.16666666666666666;0.16666666666666666;>5;0;3;>5
mp3_batch_0/common_voice_pl_20603737.mp3;nie poruszył się;nie poruszył się;0.7006239360000563;nie poruszył się;3.405799651999928;nie poruszył się;10.269811360000858;nie poruszył się;0.6097717079999256;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_27240243.mp3;pytanie jest takie czy grecja z tego wyjdzie czy też nie;pytanie jest takie czy gracja z tego wyjdzie czy też nie;0.7799980990000677;pytanie jest takie czy gracja z tego wyjdzie czy też nie;3.3856720549999864;pytanie jest takie czy grecja z tego wyjdzie czy też nie;10.713980855000043;pytanie jest takie czy grecja z tego wyjdzie czy też nie;0.6512409039999056;0.09090909090909091;0.09090909090909091;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603769.mp3;zaczynał odczuwać znużenie;zaczynał odczuwać znużenie;0.7357740809999314;zaczynam odczuwać znużenie;3.5245640079999703;zaczynam odczuwać znużenie;15.303216615000563;zaczynał odczuwać znużenie;0.6755504040002052;0.0;0.3333333333333333;0.0;0.3333333333333333;0;0;3;>5
mp3_batch_0/common_voice_pl_20735976.mp3;miał zamknięte oczy widziała długie drgające rzęsy;miał zamknięte oczy widziała długie drgające rzęs;0.7983811000000287;miał zamknięte oczy widziała długie drgające rzęsy;3.5085799280000174;miał zamknięte oczy widziała długie drgające rzęsy;10.26330168000004;miał zamknięte oczy widziała długi drgający rzęs;0.8442530130000705;0.14285714285714285;0.0;0.42857142857142855;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_28230997.mp3;w przypadku przyjęcia tego rozwiązania udałoby się także obejść rozbieżności zdań pomiędzy głównymi graczami;dziękuję;0.675700656999993;nan;3.3574494670000377;nan;10.24187763900045;nan;1.7503220650000912;1.0;1.0;1.0;1.0;0;1;3;>5
mp3_batch_0/common_voice_pl_20629920.mp3;czy można tą ścierką to wytrę;czy można tą ścierką to wytrę;0.7562369180000132;czy można tą ścierką to wytrę;3.4475959789999706;czy można tą ścierką to wytrę;10.266969783000604;czy można tą ścierką to wytrę;0.6056229600001188;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603968.mp3;tak by wyglądało lecz to sprawy nie wyjaśnia;tak by wyglądało lecz to sprawy nie wyjaśnia;0.7675573729999314;tak by wyglądało lecz to sprawę nie wyjaśnia;3.5230741009999065;tak by wyglądało lecz to sprawy nie wyjaśnia;10.303820355000424;tak by wyglądało lecz to sprawy nie wyjaśnia;0.8380642720001106;0.0;0.125;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20774191.mp3;oświadczam ja  się  na tym  nie  znam;oświadczam ja się na tym nie znam;0.7448439459999463;oświadczam ja się na tym nie znam;3.564792842999964;oświadczam ja się na tym nie znam;10.281778261999534;oświadczam ja się na tym nie znam;0.6719076699998823;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605324.mp3;wtem w krzakach tuż obok niesamowity pisk;wtem w krzakach tuż obok niesamowity pisk;0.7852837839999438;wtem w krzakach tuż obok niesamowity pisk;3.554642481999963;wtem w krzakach tuż obok niesamowity pisk;15.32264309599941;wtem w krzakach tuż obok niesamowity pisk;1.1584404580000864;0.0;0.0;0.0;0.0;0;1;3;>5
mp3_batch_0/common_voice_pl_20605617.mp3;to samo tutaj;to samo tutaj;0.6983866310000622;to samo tutaj;3.4852461809999795;to samo tutaj;10.30426665200048;to samo tutaj;0.4284467400000267;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605954.mp3;usiedli przodem do wnętrza koła na złość;usiedli przodem do wnętrza koła na złość;0.7863191010000037;usiedli przodem do wnętrza koła na złość;3.5163116200000104;usiedli przodem do wnętrza koła na złość;10.28993156100023;usiedli przodem do wnętrza koła na złość;0.6601791509999657;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603742.mp3;wtedy z uczuciem niewypowiedzianej trwogi i zdumienia „poznałem” moją narzeczoną;wtedy z uczuciem niewypowiedzianej drfogi i zdumienia poznałem moją narzeczoną;0.8638697760000014;wtedy z uczuciem niewypowiedzianej trwogi i zdumienia poznałem moją narzeczoną;3.4864391720000185;wtedy z uczuciem niewypowiedzianej trwogi i zdumienia poznałem moją narzeczoną;10.282487673000103;wtedy z uczuciem niewypowiedzianej trwogi i zdumienia poznałem moją narzeczoną;0.8719350690000738;0.2;0.1;0.1;0.1;0;0;3;>5
mp3_batch_0/common_voice_pl_20603745.mp3;uznałem iż stanowisko to właśnie mi odpowiada;uznałem iż stanowisko to właśnie mi odpowiada;0.7797035759999744;uznałem iż stanowisko to właśnie mi odpowiada;3.522667422999916;uznałem iż stanowisko to właśnie mi odpowiada;10.29846943099983;uznałem iż stanowisko to właśnie mi odpowiada;0.5985617149999598;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603515.mp3;po zamknięciu pogadanki zbliżył się do mnie pierwszy i przedstawił się;po zamknięciu pogadanki zbliżył się do mnie pierwszy i przedstawił się;0.8024079369999981;po zamknięciu pogadanki zbliżył się do mnie pierwszy i przedstawił się;3.529630162999865;po zamknięciu pogadanki zbliżył się do mnie pierwszy i przedstawił się;15.313673775999632;po zamknięciu pogadanki zbliżył się do mnie pierwszy i przedstawił się;12.682872353999985;0.0;0.0;0.0;0.0;0;>5;3;>5
mp3_batch_0/common_voice_pl_20603717.mp3;zakończywszy zwycięsko czwartą z rzędu partię pożegnałem się i wyszedłem;zakończywszy zwycięsko czwartą z rzędu partię pożegnałem się i wyszedłem;0.8673281189999216;zakończywszy zwycięsko czwartą z rzędu partię pożegnałem się i wyszedłem;3.4909515490001013;zakończywszy zwycięsko czwartą z rzędu partię pożegnałem się i wyszedłem;10.362835191999691;zakończywszy zwycięsko czwartą z rzędu partię pożegnałem się i wyszedłem;12.557351627000116;0.0;0.0;0.0;0.0;0;>5;3;>5
mp3_batch_0/common_voice_pl_20604024.mp3;damian zauważył że biegnie sam;damian zauważył że biegnie sam;0.7592742619999626;damian zauważył że biegnie sam;3.474969164999948;damian zauważył że biegnie sam;10.299667874999614;damian zauważył że biegnie sam;0.5766093029999411;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603652.mp3;czy myśli tu nas trzymać cały rok;czy myśli tu nas trzymać cały rok;0.7457421279998471;czy myśli tu nas trzymać cały rok;3.69775648000018;czy myśli tu nas trzymać cały rok;10.292426156000149;czy myśli tu nas trzymać cały rok;0.5327881760001674;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20603497.mp3;zdawało się że rzeczywistości nie ma;zdawało się że rzeczywistości nie ma;0.752497442000049;wydawało się że rzeczywistości nie ma;3.482490976000008;zdawało się że rzeczywistości nie ma;10.28869766600019;zdawało się że rzeczywistości nie ma;0.6490734069998325;0.0;0.16666666666666666;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20605243.mp3;lecz co to było;lecz co to było;0.7050692820000677;lecz co to było;3.441841367000052;lecz co to było;10.732149794999714;lecz co to było;0.5080826079999952;0.0;0.0;0.0;0.0;0;0;3;>5
mp3_batch_0/common_voice_pl_20634403.mp3;słyszę jak czas przepływa za plecami jak gdybym leżał nad brzegiem rzeki;słyszę jak czas przepływa za plecami jak gdybym leżał nad brzegiem rzeki;0.8506455809999807;słyszę jak czas przepływa za plecami jak gdybym leżał nad brzegiem rzeki;3.4858828720000474;słyszę jak czas przepływa za plecami jak gdybym leżał nad brzegiem rzeki;10.697622550999768;słyszę jak czas przepływa za plecami jak gdybym leżał nad brzegiem rzeki;0.7667431410000063;0.0;0.0;0.0;0.0;0;0;3;>5
